Equipe;Reference Type;Record Number;Author;Year;Title;Short Title;Journal;Volume;Issue;Date;ISSN;DOI;Article Number;Accession Number;NIHMSID;Conference Name;Pages;Editor;Book Title;ISBN;Series Title;Number of Pages;Abstract
SAFT;Journal Article;233;Phillips, H. R. P., Guerra, C. A., Bartz, M. L. C., Briones, M. J. I., Brown, G., Crowther, T. W., Ferlian, O., Gongalsky, K. B., den Hoogen, J., Krebs, J., Orgiazzi, A., Routh, D., Schwarz, B., Bach, E. M., Bennett, J., Brose, U., Decaens, T., König-Ries, B., Loreau, M., Mathieu, J., Mulder, C., van der Putten, W. H., Ramirez, K. S., Rillig, M. C., Russell, D., Rutgers, M., Thakur, M. P., de Vries, F. T., Wall, D. H., Wardle, D. A., Arai, M., Ayuke, F. O., Baker, G. H., Beauséjour, R., Bedano, J. C., Birkhofer, K., Blanchart, E., Blossey, B., Bolger, T., Bradley, R. L., Callaham, M. A., Capowiez, Y., Caulfield, M. E., Choi, A., Crotty, F. V., Dávalos, A., Cosin, D. J. D., Dominguez, A., Duhour, A. E., van Eekeren, N., Emmerling, C., Falco, L. B., Fernández, R., Fonte, S. J., Fragoso, C., Franco, A. L. C., Fugere, M., Fusilero, A. T., Gholami, S., Gundale, M. J., Lopez, M. G., Hackenberger, D. K., Hernández, L. M., Hishi, T., Holdsworth, A. R., Holmstrup, M., Hopfensperger, K. N., Lwanga, E. H., Huhta, V., Hurisso, T. T., Iannone, B. V., Iordache, M., Joschko, M., Kaneko, N., Kanianska, R., Keith, A. M., Kelly, C. A., Kernecker, M. L., Klaminder, J., Koné, A. W., Kooch, Y., Kukkonen, S. T., Lalthanzara, H., Lammel, D. R., Lebedev, I. M., Li, Y. Q., Lidon, J. B. J., Lincoln, N. K., Loss, S. R., Marichal, R., Matula, R., Moos, J. H., Moreno, G., Morón-Ríos, A., Muys, B., Neirynck, J., Norgrove, L., Novo, M., Nuutinen, V., Nuzzo, V., Rahman, P. M., Pansu, J., Paudel, S., Pérès, G., Perez-Camacho, L., Pineiro, R., Ponge, J. F., Rashid, M. I., Rebollo, S., Rodeiro-Iglesias, J., Rodriguez, M. A., Roth, A. M., Rousseau, G. X., Rozen, A., Sayad, E., Schaik, L., Scharenbroch, B. C., Schirrmann, M., Schmidt, O., Schröder, B., Seeber, J., Shashkov, M. P., Singh, J., Smith, S. M., Steinwandter, M., Talavera, J. A., Trigo, D., Tsukamoto, J., de Valença, A. W., Vanek, S. J., Virto, I., Wackett, A. A., Warren, M. W., Wehr, N. H., Whalen, J. K., Wironen, M. B., Wolters, V., Zenkova, I. V., Zhang, W. X., Cameron, E. K. and Eisenhauer, N.;2019;Global distribution of earthworm diversity;Global distribution of earthworm diversity;SCIENCE;366;6464;OCT 25;"0036-8075,1095-9203
";10.1126/science.aax4851;;WOS:000493177900045;;;480-+;;;;;;Soil organisms, including earthworms, are a key component of terrestrial ecosystems. However, little is known about their diversity, their distribution, and the threats affecting them. We compiled a global dataset of sampled earthworm communities from 6928 sites in 57 countries as a basis for predicting patterns in earthworm diversity, abundance, and biomass. We found that local species richness and abundance typically peaked at higher latitudes, displaying patterns opposite to those observed in aboveground organisms. However, high species dissimilarity across tropical locations may cause diversity across the entirety of the tropics to be higher than elsewhere. Climate variables were found to be more important in shaping earthworm communities than soil properties or habitat cover. These findings suggest that climate change may have serious implications for earthworm communities and for the functions they provide.
SAFT;Journal Article;51;Rafflegeau, S., Gosme, M., Barkaoui, K., Garcia, L., Allinne, C., Deheuvels, O., Grimaldi, J., Jagoret, P., Lauri, P. E., Merot, A., Metay, A., Reyes, F., Saj, S., Curry, G. N. and Justes, E.;2023;The ESSU concept for designing, modeling and auditing ecosystem service provision in intercropping and agroforestry systems. A review;The ESSU concept for designing, modeling and auditing ecosystem service provision in intercropping and agroforestry systems. A review;AGRONOMY FOR SUSTAINABLE DEVELOPMENT;43;4;AUG;"1774-0746,1773-0155
";10.1007/s13593-023-00894-9;43;WOS:001009874300001;;;;;;;;;"Duru et al. (Agron Sustain Dev 35:1259-1281, 2015) highlighted a missing tool for studying and improving the performance of cropping systems in the transition to highly diversified agriculture. In response, this paper proposes a concept for designing, modeling, monitoring, and auditing desired ecosystem services, in intercropping and agroforestry systems. We have labelled this concept ESSU (Ecosystem Services functional Spatial Unit). It delimits the smallest spatial unit encompassing all the interacting species and other functional components (e.g., crops, trees, livestock, spontaneous vegetation, semi-natural habitats such as hedges, ditches, forest patches, and animals) that together provide a specified set of ecosystem services. The novel ESSU concept allows representation of an entire diversified agroecosystem by the repetition of the spatial unit that provides the same sets of targeted ecosystem services as the agroecosystem it represents. It can then be used for various activities, such as the (i) design of more efficient agroecological systems according to the targeted ecosystem services; (ii) rapid audit of farming practices for biodiversity/resilience across large tracts of farmland as part of achieving Sustainable Development Goal 2 targets of sustainable food systems; and (iii) modeling such diversified agroecosystems using a motif adapted to represent the targeted ecosystem services and the species spacing design. We demonstrate that the ESSU concept is highly flexible and applicable to a wide range of diversified agroecosystems, like arable intercropping, crop-tree intercropping, tree-tree agroforestry, and agro-pastoralism. We also show its relevance and suitability for representing temporal changes over 1 year, across several years, and over decades, indicating its generalizability and flexibility. We argue that ESSU could open new theoretical and practical research avenues for the study of diversified agroecosystems. Considered with all the knowledge available on practices, biodiversity, and ecosystem services, ESSU might provide a learning-support tool to fill the knowledge gap about relationships among practices, biodiversity, and associated ecosystem services."
SAFT;Journal Article;27;Ramos, M. J., Beilhe, L. B., Alvarado, J., Rapidel, B. and Allinne, C.;2024;Disentangling shade effects for cacao pest and disease regulation in the Peruvian Amazonia;Disentangling shade effects for cacao pest and disease regulation in the Peruvian Amazonia;AGRONOMY FOR SUSTAINABLE DEVELOPMENT;44;1;FEB;"1774-0746,1773-0155
";10.1007/s13593-024-00948-6;11;WOS:001159674900001;;;;;;;;;"There has been substantial research on shade in cacao agroforestry systems, with most studies focusing on the impact of the shade cast by the associated shade trees on microclimate and yield. However, to our knowledge, no cacao agroforestry studies have explored how shade and its microclimate-modifying capacity influence the agrosystem's pest and disease regulating service. Utilizing thermal hygrometers and hemispherical photographs, we measured temperature and relative humidity during the dry and wet seasons as well as the shade of associated trees (associated shade), combining the latter with cacao self-shade (total shade). This approach enabled us to uncover how each shade type influences microclimate, yields, and pests and diseases beneath cacao trees. Additionally, we developed a novel method to estimate attainable yield, actual yield, and yield loss due to pests and diseases. Using yield loss as a proxy of the pest and disease regulating service and structural equation modeling, we built a model depicting the interaction network between shade types and their role in cacao pest and disease regulation. Our results showed that each shade type uniquely influenced cacao agroecosystem outcomes, with the associated shade negatively impacting attainable yield and total shade having a positive effect. Associated shade also mitigated the dry season microclimate and limited pest and disease occurrence. Notably, shade alone was not the sole pest and disease-related yield loss driver; it is part of a complex interaction network. These innovative shade measurement and yield loss estimation methods have enhanced enhance our understanding of pest and disease regulation. Conclusively, different management approaches for associated shade and total shade are crucial for optimizing yields and pest and disease regulation in cacao agroforestry systems."
SAFT;Journal Article;103;Rigal, C., Wagner, S., Nguyen, M. P., Jassogne, L. and Vaast, P.;2022;ShadeTreeAdvice methodology: Guiding tree-species selection using local knowledge;ShadeTreeAdvice methodology: Guiding tree-species selection using local knowledge;PEOPLE AND NATURE;4;5;OCT;2575-8314;10.1002/pan3.10374;;WOS:000829809700001;JUL 2022;;1233-1248;;;;;;"Selection of shade tree species for agroforestry systems must take the complexity of these systems into account. Tree species selection should maximize the provision of ecosystem services while minimizing disservices. Selected species must be adapted to local agroecological conditions and cater to farmers' needs, while considering their preferences and constraints. The ShadeTreeAdvice methodology was developed to support said selection process using farmers' local ecological knowledge. It provides the steps to rapidly identify tree species and evaluate their impacts on a range of locally important ecosystem services. Results are uploaded to a decision support tool to tailor tree species recommendations to individual farmers' needs (). During the 5 year timeframe between 2016 and 2020, eight studies following this methodology were conducted in various coffee and cocoa growing regions across Africa, Asia and Central America. This article looks back at these studies to synthesize their findings and evaluate the methodology. We identified similarities in the use of tree species across different study areas, notably regarding leguminous and fruit tree species. We showed that the method was efficient to evaluate tree species' impacts on soil and climate regulation, crop production, and economic benefits. It was less efficient for evaluating impacts related to incidence of pests and diseases, often associated with knowledge gaps. The method also successfully allowed investigating the links between LEK and socio-economic groups or environmental factors. Furthermore, we suggest a series of improvements in the methodology for future studies. These improvements include (i) broadening the scope of studies beyond tree species provision of ecosystem services to include tree species impact on farming practices; (ii) allowing the comparison of tree performances in agroforestry systems versus in full sun; (iii) providing a clear pathway for validation of the results; (iv) using tree species' functional traits to generalize the results. Read the free Plain Language Summary for this article on the Journal blog."
SAFT;Journal Article;224;Rigal, C., Xu, J. C., Hu, G. L., Qiu, M. H. and Vaast, P.;2020;Coffee production during the transition period from monoculture to agroforestry systems in near optimal growing conditions, in Yunnan Province;Coffee production during the transition period from monoculture to agroforestry systems in near optimal growing conditions, in Yunnan Province;AGRICULTURAL SYSTEMS;177;;JAN;"0308-521X,1873-2267
";10.1016/j.agsy.2019.102696;102696;WOS:000524974600003;;;;;;;;;Large-scale conversions from monoculture arabica coffee systems to agroforestry systems started in 2012 in southern Yunnan Province. This study analyses the impact of young shade trees (Cinnamomum camphora, Bishofia javanica and Jacaranda mimosifolia) on microclimate, coffee fruit development cycle, coffee yield, and coffee quality only 4 years after their introduction. The results show that young shade trees reduced diurnal fluctuations in temperatures, buffered high temperatures in the rainy season (-3 to -6 degrees C), and protected coffee trees from cold temperatures in the dry season (+0.5 to +1 degrees C). Coffee flower set decreased with shade intensity, as did fruit losses during the bean filling and maturation stages. Consequently, coffee trees under B. javanica and J. mimosifolia, which both provide light shade intensity, produced yields similar to those of coffee trees in open conditions. Only coffee trees under the dense shade of C. camphora had lower yields. Shade trees did not affect the physical and organoleptic attributes of coffee beans. This study hence demonstrates that carefully selected shade trees can rapidly provide positive ecosystem services related to microclimate and coffee physiology, while maintaining a coffee yield and quality similar to those found in monoculture coffee systems. With their diffused shade, B. javanica and J. mimosifolia are suitable options for the agro-ecological intensification of coffee systems, while the use of C. camphora requires active management and pruning practices in order to sustain high coffee yield.
SAFT;Journal Article;187;Rigal, C., Xu, J. C. and Vaast, P.;2020;Young shade trees improve soil quality in intensively managed coffee systems recently converted to agroforestry in Yunnan Province, China;Young shade trees improve soil quality in intensively managed coffee systems recently converted to agroforestry in Yunnan Province, China;PLANT AND SOIL;453;1-2;AUG;"0032-079X,1573-5036
";10.1007/s11104-019-04004-1;;WOS:000567934200008;;;119-137;;;;;;Background and aims The trend of soil degradation in intensive open coffee systems is well-documented. This study highlights the impact of young shade trees on soil quality only 4 years after their intercropping with coffee. Methods 18 young shade trees belonging to three tree species (Cinnamomum camphora,Bishofia javanicaandJacaranda mimosifolia) were selected in an intensive coffee system in Southern Yunnan. Soil samples (0-20 cm) were tested for chemical composition, soil communities and soil enzyme activities under their canopies and in open areas, both in coffee rows and inter-rows, once during the rainy and once during the dry season. Additionally, root systems were characterized using trenches. Soil water profiles and litterfall were monitored along the production cycle. Coffee yield was recorded for two consecutive years. Results We detected a positive impact of all shade tree species on soil chemical, biological and biochemical components, especially during the dry season. This positive impact included higher soil organic matter (+10%) and more abundant soil microbial communities (+64%) under shaded coffee than under open coffee. Furthermore, shaded coffee trees yielded as much as open coffee trees, except underC. camphora, probably due to high below-ground competition. Conclusions These results demonstrate that carefully selected shade trees can rapidly contribute to preserving and/or restoring soil quality in intensive coffee systems, while maintaining high coffee yield.
SAFT;Journal Article;140;Rousseau, G. X., Deheuvels, O., Celentano, D., Arias, I. R., Hernández-García, L. M. and Somarriba, E.;2021;Shade tree identity rather than diversity influences soil macrofauna in cacao-based agroforestry systems;Shade tree identity rather than diversity influences soil macrofauna in cacao-based agroforestry systems;PEDOBIOLOGIA;89;;NOV;"0031-4056,1873-1511
";10.1016/j.pedobi.2021.150770;150770;WOS:000704948800003;SEP 2021;;;;;;;;"Humanity is facing a rapid decline in global biodiversity, caused mainly by tropical deforestation through industrial and smallholder agriculture. However, smallholder agriculture landscapes host areas containing home gardens and other agroforestry systems (AFS) proved highly relevant for soil and biodiversity conservation. The positive interactions between aboveground and belowground biodiversity probably constitute a key element to promote the efficiency of these agro-ecosystems. To determine whether a relationship exists between tree and soil macrofauna diversity and composition, we compared cacao AFS with contrasted tree diversity along a topography and forest cover gradient in Talamanca, Costa Rica. To determine which components of the shade tree species, community structure (density, richness, Shannon, Pielou), and agroforest floor best explain the macrofauna community composition and structure, we constructed the ""best models"" based on the tree composition, tree structure, and agroforest floor as explanatory matrices in redundancy analyses. Macrofauna composition was best explained by a mix of tree species and litter attributes (R2=26.5 %), whereas macrofauna and vegetation co-vary significantly with topography (R2=12 %). Macrofauna structure is best explained by a selection of seven tree species (R2=41.2 %). The co-variation with topography remained low (R2=10.9 %). Tree evenness (Pielou index) explained only 7 % of macrofauna community structure while other diversity indices were not correlated with macrofauna composition or structure. The soil macrofauna was therefore more influenced by tree identity and litter composition than by the overall diversity of the tree community. This information is important for designing the optimal combinations of species for the intensification of production and provision of ecosystem services in cacao-based AFS."
SAFT;Journal Article;135;Saj, S., Heck, L. and Decayeux, E.;2022;Viability of cocoa cultivation in French Guiana - a modeling approach;Viability of cocoa cultivation in French Guiana - a modeling approach;BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT;26;1;;"1370-6233,1780-4507
";;;WOS:000780849600005;;;55-67;;;;;;"Description of the subject. The cultivation of cocoa trees in French Guiana is currently experiencing a renewed level of interest and activity. A suitable framework is therefore needed to study the viability of this emerging area of cultivation. Objectives. To carry out an assessment of the technico-economic viability of cocoa cultivation and the processing of its products. Method. The costs and benefits of two different cropping systems and three types of end products were modeled. Results. The cropping system installed after partial forest clearing requires less labor and cash flow than the system based on association with banana, which allows a return on investment before the maturity of cocoa production. In order to be viable, cropping systems whose sole purpose is the production of fermented and dried beans would require yields of approximately I ton.ha(-1) and floor prices often above (sic) 10,000.t(-1). Such a result questions the feasibility of these systems. If beans were processed into cocoa sticks or chocolate, economic viability would be more easily acquired, but this would require investments that are not necessarily compatible with the cash flow of farms currently involved in cocoa fanning. Conclusions. These results highlight the need to (re)consider in French overseas regions: (i) the nature and use of species associated with cocoa trees; (ii) the status of the cocoa tree as the main crop (or not) on farms; (iii) the diversification of cocoa products making it possible to feed several markets; (iv) the collective organization of the emerging sector to support production and processing; (v) technical and financial support (e.g.: CAP aid) for fanners embarking on cocoa farming."
SAFT;Journal Article;62;Saj, S., Jagoret, P., Ngnogue, H. T. and Tixier, P.;2023;Effect of neighbouring perennials on cocoa tree pod production in complex agroforestry systems in Cameroon;Effect of neighbouring perennials on cocoa tree pod production in complex agroforestry systems in Cameroon;EUROPEAN JOURNAL OF AGRONOMY;146;;MAY;"1161-0301,1873-7331
";10.1016/j.eja.2023.126810;126810;WOS:000956348900001;MAR 2023;;;;;;;;Agroforestry systems (AFS) are gaining major interest in cocoa producing countries. However, the analysis of competition effects in multispecific complex agricultural systems remains a key lock-in preventing both (i) a thorough understanding of resource partitioning, and (ii) the co-design of spatial patterns and management of cocoa AFS (cAFS) minimising competition. We sampled 48 cAFS 1000 m2 plots in Central Cameroon and used an individual based approach to analyse the effect neighbouring tree community composition had on coca tree pod production. First, we determined the distance up to which each neighbouring tree influenced the production of a given cocoa tree and checked for the significance and the magnitude of this effect. We then explored the trade-offs between cocoa tree production and the abundance of associated trees. Our results first underline a significant intra-specific competition within the cocoa tree populations studied, which would need to be thinned down to 800-1100 individuals per ha. We also found a general negative effect of associated trees kept or grown for their fruits (e.g. mango, traditional species, citrus trees). Those effects were stronger when the trees were positioned between 6 and 11 m away from the cocoa trees. These trees clearly impaired pod production, especially for small diameter cocoa trees. Palm trees, however, had a positive effect on cocoa pod production, with suitable densities modelled ranging from 0 to 240 individuals per ha. Finally, we found both positive and negative effects of associated forest trees on cocoa pod production, which varied with the distance separating them from the cocoa trees and the size of the cocoa trees. Overall, our analyses show that cocoa production in complex cAFS is influenced both by intra-and inter-specific interactions while it remains difficult to distinguish between potential intertwined effects and resource limitations.
SAFT;Journal Article;156;Saj, S., Nijmeijer, A., Nieboukaho, J. D. E., Lauri, P. E. and Harmand, J. M.;2021;Litterfall seasonal dynamics and leaf-litter turnover in cocoa agroforests established on past forest lands or savannah (Feb, 10.1007/s10457-021-00602-0, 2021);Litterfall seasonal dynamics and leaf-litter turnover in cocoa agroforests established on past forest lands or savannah (Feb, 10.1007/s10457-021-00602-0, 2021);AGROFORESTRY SYSTEMS;95;4;APR;"0167-4366,1572-9680
";10.1007/s10457-021-00615-9;;WOS:000636416200001;APR 2021;;599-599;;;;;;
SAFT;Journal Article;163;Saj, S., Nijmeijer, A., Nieboukaho, J. D. E., Lauri, P. E. and Harmand, J. M.;2021;Litterfall seasonal dynamics and leaf-litter turnover in cocoa agroforests established on past forest lands or savannah;Litterfall seasonal dynamics and leaf-litter turnover in cocoa agroforests established on past forest lands or savannah;AGROFORESTRY SYSTEMS;95;4;APR;"0167-4366,1572-9680
";10.1007/s10457-021-00602-0;;WOS:000620414200002;FEB 2021;;583-597;;;;;;Nutrient cycling in cocoa agroforestry systems (cAFS) is complex and poorly understood. To better understand the mass flow of carbon and nutrients into the soil sub-system under various contexts we quantified the mass flow of litterfall, its composition and seasonal variations in different agroforestry systems in Bokito (Central Cameroon). We studied litterfall dynamics and in situ leaf-litter cycling of cAFS established on past forest lands (F-cAFS) and savannah (S-cAFS). We also studied the decomposition of cocoa and associated tree leaf-litter in litterbags. Local secondary semi-deciduous forests were included as control. Annual litterfall in full-grown cAFS (> 15 years old) was high (9.4 Mg ha(-1) y(-1)) and represented ca. 67% of litterfall in control forests. In full-grown cAFS, associated tree leaf-litter contributed to litterfall the most and ranged between 60 and 70% of the total amount recorded (6.3 Mg ha(-1) y(-1)). The quantities and dynamics of the litter components monitored were similar in full-grown S- and F-cAFS. The microclimate was best buffered in forests and least buffered in young S-cAFS but could not be linked to leaf-litter decomposition. Forest leaf litterfall was higher and tended to cycle faster than total leaf-litter of cAFS, whose decomposition appeared limited by cocoa leaf-litter quality. Our study underlines (i) the critical contribution of associated trees to the nutrient cycle of agroecosystems established on poor soils and, (ii) the ability of farmers to channel associated tree communities towards similar functioning despite different past land-uses.
SAFT;Journal Article;59;Sarzynski, T., Bertrand, B., Rigal, C., Marraccini, P., Vaast, P., Georget, F., Campa, C., Abdallah, C., Nguyen, C. T. Q., Nguyen, H. P., Nguyen, H. T. T., Ngoc, Q. L., Ngan, G. K., Viet, T. V., Navarini, L., Lonzarich, V., Bossolasco, L. and Etienne, H.;2023;Genetic-environment interactions and climatic variables effect on bean physical characteristics and chemical composition of <i>Coffea arabica</i>;Genetic-environment interactions and climatic variables effect on bean physical characteristics and chemical composition of <i>Coffea arabica</i>;JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE;103;9;JUL;"0022-5142,1097-0010
";10.1002/jsfa.12544;;WOS:000961667700001;MAR 2023;;4692-4703;;;;;;BACKGROUNDThe effects of the environment and genotype in the coffee bean chemical composition were studied using nine trials covering an altitudinal gradient [600-1100 m above sea level (a.s.l.)] with three genotypes of Coffea arabica in the northwest mountainous region of Vietnam. The impacts of the climatic conditions on bean physical characteristics and chemical composition were assessed. RESULTSWe showed that the environment had a significant effect on the bean density and on all bean chemical compounds. The environment effect was stronger than the genotype and genotype-environment interaction effects for cafestol, kahweol, arachidic (C20:0), behenic acid (C22:0), 2,3-butanediol, 2-methyl-2-buten-1-ol, benzaldehyde, benzene ethanol, butyrolactone, decane, dodecane, ethanol, pentanoic acid, and phenylacetaldehyde bean content. A 2 degrees C increase in temperature had more influence on bean chemical compounds than a 100 mm increase in soil water content. Temperature was positively correlated with lipids and volatile compounds. With an innovative method using iterative moving averages, we showed that correlation of temperature, vapour pressure deficit (VPD) and rainfall with lipids and volatiles was higher between the 10th and 20th weeks after flowering highlighting this period as crucial for the synthesis of these chemicals. Genotype specific responses were evidenced and could be considered in future breeding programmes to maintain coffee beverage quality in the midst of climate change. CONCLUSIONThis first study of the effect of the genotype-environment interactions on chemical compounds enhances our understanding of the sensitivity of coffee quality to genotype environment interactions during bean development. This work addresses the growing concern of the effect of climate change on speciality crops and more specifically coffee. (c) 2023 The Authors. Journal of The Science of Food and Agriculture published by John Wiley & Sons Ltd on behalf of Society of Chemical Industry.
SAFT;Journal Article;4;Sarzynski, T., Vaast, P., Rigal, C., Marraccini, P., Delahaie, B., Georget, F., Nguyen, C. T. Q., Nguyen, H. P., Nguyen, H. T. T., Ngoc, Q. L., Ngan, G. K., Bossolasco, L. and Etienne, H.;2024;Contrasted agronomical and physiological responses of five <i>Coffea arabica</i> genotypes under soil water deficit in field conditions;Contrasted agronomical and physiological responses of five <i>Coffea arabica</i> genotypes under soil water deficit in field conditions;FRONTIERS IN PLANT SCIENCE;15;;OCT 8;1664-462X;10.3389/fpls.2024.1443900;1443900;WOS:001339668500001;;;;;;;;;Introduction: Breeding programs have developed high-yielding Coffea arabica F1-hybrids as an adaptation against adverse conditions associated with climate change. However, theresponse to drought of coffee F1 hybrids has seldom been assessed. Methods: A trial was established with five C. arabica genotypes (2 pure lines: Catimor and Marsellesa and 3 F1 hybrids: Starmaya, Centroamericano and Mundo Maya) planted under the leguminous tree species Leuceana leucocephala. Coffee growth, yield and physiological responses were assessed under a rain-fed (control: CON) and a rainfall reduction treatment (RR) for 2 years. Results: The RR treatment created a long-term rainfall deficit in a region with suboptimal temperature similar to those predicted by climate change scenarios. Moreover, the RR treatment reduced soil water content by 14% over 2 successive years of production and increased hydric stress of the three F1-hybrids (leaf water potentials averaged -0.8 MPa under RR compared with -0.4 MPa under CON). Under RR, coffee yields were reduced from 16 to 75% compared to CON. Mundo Maya F1 hybrid was the sole high-yielding genotype apable of sustaining its yield under RR conditions. Our results suggested that its significant increase in fine root density (CON = 300 and RR = 910 root.m-2) and its maintenance of photosynthetic rate (2.5 - 3.5 mmol CO2 m-2 s-1) at high evaporative demand might explain why this genotype maintained high yield under RR condition. Discussion: This work highlights a possible drought tolerance mechanism in fruit bearing adult coffee trees where the plant fine root number increases to intake more water in order to preserve turgor and sustainphotosynthesis at high ETo and therefore conserves high yield in dry conditions.
SAFT;Journal Article;215;Sauvadet, M., Saj, S., Freschet, G. T., Essobo, J. D., Enock, S., Becquer, T., Tixier, P. and Harmand, J. M.;2020;Cocoa agroforest multifunctionality and soil fertility explained by shade tree litter traits;Cocoa agroforest multifunctionality and soil fertility explained by shade tree litter traits;JOURNAL OF APPLIED ECOLOGY;57;3;MAR;"0021-8901,1365-2664
";10.1111/1365-2664.13560;;WOS:000510494500001;FEB 2020;;476-487;;;;;;Manipulating plant functional diversity to improve agroecosystem multifunctionality is a central challenge of agricultural systems world-wide. In cocoa agroforestry systems (cAFS), shade trees are used to supply many services to farmers, yet their impact on soil functioning and cocoa yields is likely to vary substantially among tree species. Here we compared the impact of five shade tree species (Canarium schweinfurthii (Canarium), Dacryodes edulis (Safou), Milicia excelsa (Iroko), Ceiba pentandra (Kapok tree), Albizia adianthifolia (Albizia)) and unshaded conditions on the functioning of poor sandy savanna soils within eight cocoa farms in Central Cameroon. We assessed the effects of plant functional traits, leaf litterfall and fine root biomass on a range of soil functions and on cocoa yield. Shade trees generally improved soil pH, NH4+, NO3- and Olsen P content, biomass production of bioassays and soil total C and N content, while leaving cocoa yields unchanged. However, these effects varied largely among species. Improvements of soil functions were low under the two fruit trees (Canarium and Dacryodes), medium under the legume tree Albizia and high under the two timber trees (Milicia and Ceiba). Low litter recalcitrance was most strongly associated with increases in soil fertility indicators such as N and P availability, whereas soil C and N content increased with litter Ca restitution. Synthesis and applications. We demonstrate that cocoa agroforest multifunctionality is substantially influenced by the functional traits of shade tree species. Shade tree species with the most dissimilar traits to cocoa (cocoa showing the lowest leaf litter quality) showed the largest improvement of soil functions. Therefore, selection of shade trees based on their functional traits appears as a promising practice to adequately manage soil functioning. In order to fully assess the beneficial role of shade trees in these agroecosystems. Future research will need to extend this approach to other below-ground traits and other aspects of multifunctionality such as long-term cocoa health and yield.
SAFT;Journal Article;146;Sauvadet, M., Trap, J., Damour, G., Plassard, C., Van den Meersche, K., Achard, R., Allinne, C., Autfray, P., Bertrand, I., Blanchart, E., Deberdt, P., Enock, S., Essobo, J. D., Freschet, G. T., Hedde, M., Virginio, E. D., Rabary, B., Rakotoarivelo, M., Randriamanantsoa, R., Rhino, B., Ripoche, A., Rosalie, E., Saj, S., Becquer, T., Tixier, P. and Harmand, J. M.;2021;Agroecosystem diversification with legumes or non-legumes improves differently soil fertility according to soil type;Agroecosystem diversification with legumes or non-legumes improves differently soil fertility according to soil type;SCIENCE OF THE TOTAL ENVIRONMENT;795;;NOV 15;"0048-9697,1879-1026
";10.1016/j.scitotenv.2021.148934;148934;WOS:000697004100020;JUL 2021;;;;;;;;Plant diversification through crop rotation or agroforestry is a promising way to improve sustainability of agroecosystems. Nonetheless, criteria to select the most suitable plant communities for agroecosystems diversification facing contrasting environmental constraints need to be refined. Here, we compared the impacts of 24 different plant communities on soil fertility across six tropical agroecosystems: either on highly weathered Ferralsols, with strong P limitation, or on partially weathered soils derived from volcanic material, with major N limitation. In each agroecosystem, we tested several plant communities for diversification, as compared to a matching low diversity management for their cropping system. Plant residue restitution, N, P and lignin contents were measured for each plant community. In parallel, the soil under each community was analyzed for organic C and N, inorganic N, Olsen P, soil pH and nematode community composition. Soil potential fertility was assessed with plant bioassays under greenhouse controlled climatic conditions. Overall, plant diversification had a positive effect on soil fertility across all sites, with contrasting effects depending on soil type and legumes presence in the community. Communities with legumes improved soil fertility indicators of volcanic soils, which was demonstrated through significantly higher plant biomass production in the bioassays (+18%) and soil inorganic N (+26%) compared to the low diversity management. Contrastingly, communities without legumes were the most beneficial in Ferralsols, with increases in plant biomass production in the bioassays (+39%), soil Olsen P (+46%), soil C (+26%), and pH (+5%). Piecewise structural equation models with Shipley's test revealed that plant diversification impacts on volcanic soil fertility were related to soil N availability, driven by litter N. Meanwhile, Ferralsols fertility was related to soil P availability, driven by litter P. These findings underline the importance of multifactorial and multi-sites experiments to inform trait-based frameworks used in designing optimal plant diversification in agroecological systems. (c) 2021 Elsevier B.V. All rights reserved.
